X         ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
X        X,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
X        O,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
X       X ,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
X       XX,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0
X       XO,0.09774436090225566,0.1503759398496241,0.1503759398496241,0.1503759398496241,0.1503759398496241,0.1503759398496241,0.1503759398496241,0.0,0.0
X       O ,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
X       OX,0.14707508364982075,0.19672000611500332,0.10894450640727463,0.20453495645529715,0.10894450640727463,0.15224463665947896,0.0815363043058505,0.0,0.0
X       OO,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0
X      X  ,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
X      X X,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
X      X O,0.30135176769049793,0.022528835160409336,0.0,0.10877862433645676,0.3568548736555361,0.17804633895931538,0.0,0.03243956019778443,0.0
X      XX ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
X      XXX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      XXO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      XO ,0.12138117742084402,0.16638275165024508,0.26410748864141387,0.022921965487493062,0.26891007770544373,0.09982813308927158,0.0,0.0,0.056468406005288636
X      XOX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      XOO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      O  ,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
X      O X,0.22057371518142074,0.1246471765002455,0.1246471765002455,0.12011382678490931,0.16574853124064967,0.17502405934214527,0.0,0.06924551445038402,0.0
X      O O,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
X      OX ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
X      OXX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      OXO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      OO ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
X      OOX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X      OOO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
X     X   ,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125
X     X  X,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
X     X  O,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
X     X X ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
X     X XX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     X XO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     X O ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
X     X OX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     X OO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     XX  ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285
X     XX X,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
X     XX O,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
X     XXX ,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
X     XXXX,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     XXXO,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     XXO ,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
X     XXOX,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     XXOO,0.2506265664160401,0.20050125313283207,0.14786967418546365,0.20050125313283207,0.20050125313283207,0.0,0.0,0.0,0.0
X     XO  ,0.1503759398496241,0.1503759398496241,0.09774436090225566,0.1503759398496241,0.1503759398496241,0.0,0.0,0.1503759398496241,0.1503759398496241
X     XO X,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
X     XO O,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
X     XOX ,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
X     XOXX,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     XOXO,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     XOO ,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
X     XOOX,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.19047619047619047,0.0,0.0,0.0,0.0
X     XOOO,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
X     O   ,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125
X     O  X,0.15422124713856583,0.10660219951951821,0.10660219951951821,0.27359144694042,0.1457785078429412,0.0,0.10660219951951821,0.10660219951951821,0.0
X     O  O,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
X     O X ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
X     O XX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     O XO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     O O ,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
X     O OX,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     O OO,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
X     OX  ,0.2096685029392594,0.02209557403529498,0.3543512289313601,0.28162498225935184,0.014147694796841252,0.0,0.0,0.08028454655860956,0.03782747047928289
X     OX X,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
